plant_id,similar_plants
612,"[{'plant_id': 725, 'common_name': 'Yemen tree aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 611, 'common_name': 'century plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2711, 'common_name': 'common water hyacinth', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 728, 'common_name': 'aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 726, 'common_name': 'coral aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
613,"[{'plant_id': 725, 'common_name': 'Yemen tree aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 611, 'common_name': 'century plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2711, 'common_name': 'common water hyacinth', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 728, 'common_name': 'aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 726, 'common_name': 'coral aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
614,"[{'plant_id': 729, 'common_name': 'lemon verbena', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 595, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 484, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 486, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 490, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
615,"[{'plant_id': 729, 'common_name': 'lemon verbena', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 595, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 484, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 486, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 490, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
616,"[{'plant_id': 729, 'common_name': 'lemon verbena', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 595, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 484, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 486, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 490, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
617,"[{'plant_id': 725, 'common_name': 'Yemen tree aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 611, 'common_name': 'century plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2711, 'common_name': 'common water hyacinth', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 728, 'common_name': 'aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 726, 'common_name': 'coral aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
618,"[{'plant_id': 725, 'common_name': 'Yemen tree aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 611, 'common_name': 'century plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 2711, 'common_name': 'common water hyacinth', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 728, 'common_name': 'aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}, {'plant_id': 726, 'common_name': 'coral aloe', 'cycle': 'Herbaceous Perennial', 'watering': 'Minimum'}]"
619,"[{'plant_id': 775, 'common_name': 'blue star', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1556, 'common_name': 'bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 821, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 820, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 819, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
620,"[{'plant_id': 782, 'common_name': 'blue star', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 856, 'common_name': 'anthurium', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 515, 'common_name': 'grassy-leaved sweet flag', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1508, 'common_name': 'grass pink orchid', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 491, 'common_name': 'sneezewort', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}]"
621,"[{'plant_id': 622, 'common_name': 'floss flower', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2253, 'common_name': 'winter squash', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2045, 'common_name': 'cabbage tree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2469, 'common_name': 'Angel’s fishing rod', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 168, 'common_name': 'White Tigress Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
622,"[{'plant_id': 621, 'common_name': 'floss flower', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2253, 'common_name': 'winter squash', 'cycle': 'Annual', 'watering': 'Average'}, {'plant_id': 2045, 'common_name': 'cabbage tree', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2469, 'common_name': 'Angel’s fishing rod', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 168, 'common_name': 'White Tigress Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
623,"[{'plant_id': 346, 'common_name': 'Oyama Magnolia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 431, 'common_name': 'black cat claw', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 428, 'common_name': 'flowering-maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 430, 'common_name': 'koa', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 684, 'common_name': 'garlic', 'cycle': 'Perennial', 'watering': 'Average'}]"
624,"[{'plant_id': 470, 'common_name': 'shantung maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 400, 'common_name': 'glossy abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 398, 'common_name': 'Chinese abelia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 806, 'common_name': 'windflower', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 392, 'common_name': 'Sourwood', 'cycle': 'Perennial', 'watering': 'Average'}]"
625,"[{'plant_id': 628, 'common_name': 'Chinese evergreen', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1263, 'common_name': 'bergenia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1476, 'common_name': 'water arum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 521, 'common_name': 'bugbane', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1202, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
626,"[{'plant_id': 628, 'common_name': 'Chinese evergreen', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1263, 'common_name': 'bergenia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1476, 'common_name': 'water arum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 521, 'common_name': 'bugbane', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1202, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
627,"[{'plant_id': 517, 'common_name': 'grassy-leaved sweet flag', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2277, 'common_name': 'cymbalaria', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 648, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1224, 'common_name': 'hybrid tuberous begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1225, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
628,"[{'plant_id': 1213, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 625, 'common_name': 'Philippine evergreen', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1036, 'common_name': 'cast-iron plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1476, 'common_name': 'water arum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1847, 'common_name': 'spider plant', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
629,"[{'plant_id': 223, 'common_name': 'Weeping Nootka Cypress', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 763, 'common_name': 'Allegheny serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2926, 'common_name': 'European beech', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1956, 'common_name': 'golden-bell clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1970, 'common_name': 'glory bower', 'cycle': 'Perennial', 'watering': 'Average'}]"
630,"[{'plant_id': 223, 'common_name': 'Weeping Nootka Cypress', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 763, 'common_name': 'Allegheny serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2926, 'common_name': 'European beech', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1956, 'common_name': 'golden-bell clematis', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1970, 'common_name': 'glory bower', 'cycle': 'Perennial', 'watering': 'Average'}]"
631,"[{'plant_id': 318, 'common_name': 'Bay Laurel', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 561, 'common_name': 'horse chestnut', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 727, 'common_name': 'aloe', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 2289, 'common_name': 'umbrella plant', 'cycle': 'Perennial', 'watering': 'Minimum'}, {'plant_id': 288, 'common_name': 'Common Fig', 'cycle': 'Perennial', 'watering': 'Minimum'}]"
632,"[{'plant_id': 775, 'common_name': 'blue star', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1556, 'common_name': 'bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 821, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 820, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 819, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
633,"[{'plant_id': 775, 'common_name': 'blue star', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1556, 'common_name': 'bellflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 821, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 820, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 819, 'common_name': 'windflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
634,"[{'plant_id': 2533, 'common_name': 'dracaena', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 990, 'common_name': 'Italian arum', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 855, 'common_name': 'anthurium', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 656, 'common_name': 'hollyhock', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 488, 'common_name': 'yarrow', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
635,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
636,"[{'plant_id': 1221, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2274, 'common_name': 'Persian violet', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 657, 'common_name': ""lady's mantle"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2514, 'common_name': ""Solomon's seal"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1212, 'common_name': 'iron cross begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
637,"[{'plant_id': 517, 'common_name': 'grassy-leaved sweet flag', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2277, 'common_name': 'cymbalaria', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 648, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1224, 'common_name': 'hybrid tuberous begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1225, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
638,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
639,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
640,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
641,"[{'plant_id': 1453, 'common_name': 'Carolina fanwort', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 1598, 'common_name': 'ornamental pepper', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 661, 'common_name': 'northern water plantain', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 794, 'common_name': 'pearly everlasting', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}, {'plant_id': 584, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Frequent'}]"
642,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
643,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
644,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
645,"[{'plant_id': 646, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
646,"[{'plant_id': 645, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
647,"[{'plant_id': 645, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2679, 'common_name': 'coneflower', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2498, 'common_name': 'Venus fly trap', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 438, 'common_name': ""bear's breeches"", 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 580, 'common_name': 'giant hyssop', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
648,"[{'plant_id': 517, 'common_name': 'grassy-leaved sweet flag', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 2277, 'common_name': 'cymbalaria', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1224, 'common_name': 'hybrid tuberous begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 1225, 'common_name': 'begonia', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}, {'plant_id': 637, 'common_name': 'bugleweed', 'cycle': 'Herbaceous Perennial', 'watering': 'Average'}]"
